DATUM_VORSTOSS_EINGANG;NR_LEGISLATUR;GRG_NR;VORSTOSS_BEZEICHNUNG;VORSTOSSART_BEZEICHNUNG;VORSTOSSART_CODE;Sachbegriffe_GRGEKO_1;Sachbegriffe_GRGEKO_2;Sachbegriffe_GRGEKO_3;Thema_1;Thema_2;Thema_3;VORSTOESSER_IN_1;PARTEI_BEZEICHNUNG_1;PARTEI_CODE_1;VORSTOESSER_IN_2;PARTEI_BEZEICHNUNG_2;PARTEI_CODE_2;VORSTOESSER_IN_3;PARTEI_BEZEICHNUNG_3;PARTEI_CODE_3;VORSTOESSER_IN_4;PARTEI_BEZEICHNUNG_4;PARTEI_CODE_4;VORSTOESSER_IN_5;PARTEI_BEZEICHNUNG_5;PARTEI_CODE_5;VORSTOESSER_IN_6;PARTEI_BEZEICHNUNG_6;PARTEI_CODE_6;VORSTOESSER_IN_7;PARTEI_BEZEICHNUNG_7;PARTEI_CODE_7;VORSTOESSER_IN_8;PARTEI_BEZEICHNUNG_8;PARTEI_CODE_8;VORSTOESSER_IN_9;PARTEI_BEZEICHNUNG_9;PARTEI_CODE_9;VORSTOESSER_IN_10;PARTEI_BEZEICHNUNG_10;PARTEI_CODE_10;BEANTWORTUNG_REGIERUNGSRAT;DATUM_BESCHLUSS_GR;BESCHLUSS_GR;BESCHLUSS_GR_CODE;VORLAEUFIGE_UNTERSTUETZUNG;ERLEDIGUNG_GR;DATUM_BEANTWORTUNG_REGIERUNGSRAT
13.08.2014;0277/2012-2016/GR;277;Holzernte sinkt im Thurgau überdeutlich - was macht der Thurgauer Regierungsrat?;Einfache Anfrage;5;92.1 Forstwesen;;;Landwirtschaft;;;Ruedi Heim;CVP;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.10.2014;;;;;;
13.08.2014;0279/2012-2016/GR;279;Fragwürdiger Rotstift beim Brückenangebot;Einfache Anfrage;5;41.4 Berufliches Bildungswesen;;;Bildung;;;Peter Dransfeld;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.09.2014;;;;;;
13.08.2014;0278/2012-2016/GR;278;Führt der fehlende Unterhalt an der Thur zur Trinkwasserverschmutzung?;Einfache Anfrage;5;72.1 Wasserwirtschaft, Wasserbau, Oeffentliche Gewässer;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Hans-Peter Wägeli;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.10.2014;;;;;;
27.08.2014;0280/2012-2016/GR;280;Erneuerung NOK-Gründungsvertrag;Interpellation;4;73.1 Allgemeines, Energiegesetz, Kernenergie, Strahlenschutz;;;Energie;;;Kurt Egger;GP;5;Josef Gemperle;CVP;3;Roman Giuliani;SP;4;;;;;;;;;;;;;;;;;;;;;;18.08.2015;18.11.2015;;;;;
27.08.2014;0282/2012-2016/GR;282;Französisch erst auf der Sekundarstufe;Einfache Anfrage;5;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Ulrich Müller;CVP;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.11.2014;;;;;;
27.08.2014;0281/2012-2016/GR;281;Mafia im Thurgau;Einfache Anfrage;5;31.1 StGB, EG/StGB, Verwaltungsstrafrecht;;;Recht allgemein;;;Hermann Lei;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.11.2014;;;;;;
29.09.2014;0290/2012-2016/GR;290;Versorgungssicherheit in der stationären Langzeitpflege;Interpellation;4;81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten;;;Gesundheit;Beschäftigung und Arbeit ;Soziale Fragen;Edith Wohlfender-Oertig;SP;4;Josef Gemperle;CVP;3;Christa Kaufmann;CVP;3;;;;;;;;;;;;;;;;;;;;;;09.06.2015;01.07.2015;;;;;
29.09.2014;0288/2012-2016/GR;288;Neues Raumkonzept 2014 – den Thurgau richtig verstehen;Interpellation;4;70.1 Raumplanung, Richtpläne;;;Raumplanungs- und Wohnungswesen;;;Hermann Hess;FDP;2;Stephan Tobler;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;30.06.2015;21.10.2015;;;;;
29.09.2014;0291/2012-2016/GR;291;Auswirkungen der im Raum stehenden Solarstrominitiativen in verschiedenen Gemeinden und Städten auf die Thurgauer Netze;Einfache Anfrage;5;73.3 Andere Energien: Gas, Fernwärme, Solarenergie etc.;;;Energie;;;David Blatter;SVP;1;Willy Nägeli;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;03.12.2014;;;;;;
29.09.2014;0293/2012-2016/GR;293;Auslagerung staatlicher Unterstützung- und Betreuungsmassnahmen an private gewinnorientierte Firmen;Einfache Anfrage;5;85.0 Fürsorge, Massnahmen, Kinderheime, Heimaufsicht;;;Sozialer Schutz;Soziale Fragen;;Hans-Peter Grunder;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.12.2014;;;;;;
29.09.2014;0295/2012-2016/GR;295;Solidarische Kostenträgerschaft bei Fremdunterbringung von Kindern;Einfache Anfrage;5;21.1 ZGB, EG/ZGB, Vormundschaft, Waisenämter;;;Recht allgemein;;;Christa Kaufmann;CVP;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.12.2014;;;;;;
29.09.2014;0294/2012-2016/GR;294;8 Jahre Verfahrensdauer in einem Milieuprozess;Einfache Anfrage;5;31.1 StGB, EG/StGB, Verwaltungsstrafrecht;;;Recht allgemein;;;Doris Günter;EVP;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.12.2014;;;;;;
29.09.2014;0287/2012-2016/GR;287;Einführung des Öffentlichkeitsprinzips im Kanton Thurgau;Motion;2;17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege;;;Staatspolitik;Gerichtswesen;;Ueli Fisch;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.08.2015;04.11.2015;nicht erheblich;2;;;
29.09.2014;0289/2012-2016/GR;289;Französisch auf der Sekundarstufe stärken;Interpellation;4;41.2 Oberstufen: Real- und Sekundarschulen;;;Bildung;;;Katharina Winiger;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.11.2014;25.02.2015;Verzicht Diskussion;7;;;
29.09.2014;0292/2012-2016/GR;292;Fairness bei grösster Arbeitsvergabe der Spital Thurgau AG;Einfache Anfrage;5;72.0 Submissionswesen Bau, Beschaffungswesen öffentliche Hand;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Peter Dransfeld;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.12.2014;;;;;;
29.09.2014;0298/2012-2016/GR;298;Leistungsverträge mit Spitälern und Kliniken;Einfache Anfrage;5;83.2 Kranken- und Unfallversicherung, Vereinbarungen;;;Sozialer Schutz;Soziale Fragen;;Edith Wohlfender;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.11.2014;;;;;;
29.09.2014;0296/2012-2016/GR;296;Littering auf Nutztierweiden;Einfache Anfrage;5;81.4 Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall;;;Umwelt;Gesundheit;;Barbara Müller;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.12.2014;;;;;;
29.09.2014;0297/2012-2016/GR;297;Auswirkung der AP 2014 – 2017 auf die Direktzahlung in der Landwirtschaft;Einfache Anfrage;5;91.0 Agrarpolitische Massnahmen, bäuerliches Bodenrecht;;;Landwirtschaft;;;Moritz Tanner;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.12.2014;;;;;;
22.10.2014;0304/2012-2016/GR;304;Nachhaltige öffentliche Beschaffung;Motion;2;72.0 Submissionswesen Bau, Beschaffungswesen öffentliche Hand;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Ueli Fisch;glp;6;Josef Gemperle;CVP;3;Josef Brägger;GP;5;Peter Dransfeld;SP;4;Hans-Peter Grunder;BDP;9;Paul Koch;SVP;1;;;;;;;;;;;;;20.10.2015;18.11.2015;Rückzug;4;;;
22.10.2014;0305/2012-2016/GR;305;Erstellung eines kantonalen Sport- und Freizeitanlagenkonzepts (KASAK);Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;41.7 Turnen und Sport, J+S;;;Bildung;Soziale Fragen;;Walter Marty;SVP;1;Beat Pretali;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;22.09.2015;26.12.2015;;;;;
22.10.2014;0306/2012-2016/GR;306;Schäden an Früchten durch die Kirschessigfliege Drosophila suzukii;Einfache Anfrage;5;91.5 Pflanzenanbau und -schutz, Rebkorporationen, Engerlingsfonds;;;Landwirtschaft;;;Moritz Tanner;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.12.2014;;;;;;
05.11.2014;0311/2012-2016/GR;311;HarmoS-Vorbehalte an die EDK?;Einfache Anfrage;5;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Hermann Lei;SVP;1;Urs Martin;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;07.01.2015;;;;;;
05.11.2014;0308/2012-2016/GR;308;Massnahmen für Erwerbslose 55+;Interpellation;4;83.7 Arbeitslosenversicherung;;;Sozialer Schutz;Soziale Fragen;Beschäftigung und Arbeit;Turi Schallenberg;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.04.2015;06.05.2015;;;;;
05.11.2014;0312/2012-2016/GR;312;Schreiben des SVZ Thurgau 'Ausweiskarte für Reisende mit einer Behinderung: Erhebung einer Kostengebühr';Einfache Anfrage;5;63.0 Gebühren, Abgaben (GR, RR, SK, Verwaltung und Gerichte);;;Finanzwesen;Staatspolitik;;Barbara Müller;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.12.2014;;;;;;
05.11.2014;0310/2012-2016/GR;310;Die Eschenwelke - eine Katastrophe für den Thurgauer Wald?;Einfache Anfrage;5;92.1 Forstwesen;;;Landwirtschaft;;;Paul Koch;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.01.2015;;;;;;
05.11.2014;0313/2012-2016/GR;313;Heimaturlaub für Flüchtlinge;Einfache Anfrage;5;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Stephan Tobler;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.12.2014;;;;;;
05.11.2014;0309/2012-2016/GR;309;Leistungsabbau durch Aufhebung des Führerprüfungsstandortes in Tägerwilen;Einfache Anfrage;5;61.1 Finanzhaushalt, Finanzverwaltung und -kontrolle;;;Finanzwesen;Staatspolitik;;David Blatter;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.01.2015;;;;;;
19.11.2014;0316/2012-2016/GR;316;An- und Abflugrouten im Nord-Osten des Flughafens Zürich;Einfache Anfrage;5;74.5 Luftfahrt, Flugplätze;;;Verkehr;;;Hans-Peter Wägeli;SVP;1;Max Arnold;SVP;1;Paul Koch;SVP;1;;;;;;;;;;;;;;;;;;;;;;21.01.2015;;;;;;
19.11.2014;0314/2012-2016/GR;314;Zu sozial schädlichen Tieflöhnen;Einfache Anfrage;5;82.3 Arbeitsmarkt, Wirtschaftsförderung;;;Beschäftigung und Arbeit;Wirtschaft;;Jakob Auer;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.02.2015;;;;;;
19.11.2014;0315/2012-2016/GR;315;Kriterien, nach denen das Sozialamt des Kantons Thurgau Heime für Personen mit erhöhtem Betreuungsbedarf und forensischem Hintergrund bewilligt;Einfache Anfrage;5;85.0 Fürsorge, Massnahmen, Kinderheime, Heimaufsicht;;;Sozialer Schutz;Soziale Fragen;;Daniel Vetterli;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.01.2015;;;;;;
03.12.2014;0319/2012-2016/GR;319;Institution handelt naiv und blauäugig;Einfache Anfrage;5;85.0 Fürsorge, Massnahmen, Kinderheime, Heimaufsicht;;;Sozialer Schutz;Soziale Fragen;;Diana Gutjahr;SVP;1;Hansjörg Brunner;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;25.02.2015;;;;;;
03.12.2014;0318/2012-2016/GR;318;Gesamtkonzept Thurgauer Mittelschulen;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;41.5 Mittelschulen: Kantonsschulen und Seminare;;;Bildung;;;Roland A. Huber;BDP;9;Esther Kuhn;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;10.11.2015;27.01.2016;erheblich;1;;;
03.12.2014;0320/2012-2016/GR;320;Schadenfälle bei der Sporthalle in Arbon;Einfache Anfrage;5;"70.2 Baugesetz; Planungen Hoch- und Tiefbau, Baulinien";;;Raumplanungs- und Wohnungswesen;;;Andrea Vonlanthen;SVP;1;Peter Gubser;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;25.02.2015;;;;;;
17.12.2014;0323/2012-2016/GR;323;Verordnung des Regierungsrates zum Einführungsgesetz zur Bundesgesetzgebung über den Zivilschutz;Interpellation;4;52.0 inkl.ZFS, Gesamtverteidigung, Notlagen, Alarmierun;;;Sicherheitspolitik;Soziale Fragen;;Kurt Baumann;SVP;1;Ralph Limoncelli;CVP;3;Beat Pretali;FDP;2;Martin Salvisberg;SVP;1;;;;;;;;;;;;;;;;;;;17.12.2014;17.12.2014;;;;;
17.12.2014;0324/2012-2016/GR;324;Behandlung von energieintensiven Unternehmen im Kanton Thurgau;Einfache Anfrage;5;73.1 Allgemeines, Energiegesetz, Kernenergie, Strahlenschutz;;;Energie;;;Urs Martin;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.02.2015;;;;;;
07.01.2015;0325/2012-2016/GR;325;Verursachergerechter Unterhalt von Gemeindestrassen;Interpellation;4;72.3 Strassenwesen: Gesetz, Strassenbau, Autobahnen;;;Raumplanungs- und Wohnungswesen;;;Hanspeter Gantenbein;SVP;1;Fabienne Schnyder;SVP;1;Fritz Zweifel;FDP;2;;;;;;;;;;;;;;;;;;;;;;08.12.2015;24.02.2016;;;;;
07.01.2015;0326/2012-2016/GR;326;Administrative, personelle und finanzielle Auswirkungen beim Kanton bei Annahme der Erbschaftssteuer-Initiative;Einfache Anfrage;5;64.2 Sondersteuern: Erbschaft, Schenkungen, Hundesteuer;;;Steuern;Finanzwesen;;Daniel Wittwer;EDU;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.03.2015;;;;;;
07.01.2015;0302/2012-2016/GR;302;Keine Bohrungen ohne Gesetz! Keine Bohrungen ohne Haftung! Keine Bohrungen ohne Versicherung!;Petition an den Grossen Rat;6;73.3 Andere Energien: Gas, Fernwärme, Solarenergie etc.;;;Energie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 07.01.2015;
21.01.2015;0327/2012-2016/GR;327;Arenenberg Milchkühe werden mit Roboter gemolken;Einfache Anfrage;5;91.7 Milchproduktion;;;Landwirtschaft;;;Matthias Rutishauser;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.03.2015;;;;;;
25.02.2015;0332/2012-2016/GR;332;Herausforderung zukünftige Thurgauer Gemeindelandschaft;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;13.1 Gebiet, Organisation, Reglemente, Verwaltung;;;Staatspolitik;;;Ueli Fisch;glp;6;Walter Schönholzer;FDP;2;Joos Bernhard;CVP;3;Urs Schrepfer;SVP;1;Christian Koch;SP;4;Andreas Guhl;BDP;9;;;;;;;;;;;;;16.02.2016;09.03.2016;nicht erheblich;2;;;
25.02.2015;0328/2012-2016/GR;328;Gerechtere Verteilung der Sozialhilfelasten;Einfache Anfrage;5;85.0 Fürsorge, Massnahmen, Kinderheime, Heimaufsicht;;;Sozialer Schutz;Soziale Fragen;;Patrick Hug;CVP;3;Didi Feuerle;GP;5;Felix Heller;SP;4;Andrea Vonlanthen;SVP;1;;;;;;;;;;;;;;;;;;;22.04.2015;;;;;;
25.02.2015;0335/2012-2016/GR;335;Vereinfachung Bezug Quellensteuer;Motion;2;64.1 Staats- und Gemeindesteuern, allgemeine Organisation;;;Steuern;Finanzwesen;;Astrid Ziegler;CVP;3;Ueli Fisch;glp;6;Klemenz Somm;glp;6;;;;;;;;;;;;;;;;;;;;;;08.09.2015;04.11.2015;nicht erheblich;2;;;
25.02.2015;0329/2012-2016/GR;329;Massnahmen zu den Folgen der Aufhebung des Mindestkurses;Interpellation;4;82.3 Arbeitsmarkt, Wirtschaftsförderung;;;Beschäftigung und Arbeit;Wirtschaft;;Diana Gutjahr;SVP;1;Hansjörg Brunner;FDP;2;Hanspeter Gantenbein;SVP;1;;;;;;;;;;;;;;;;;;;;;;12.01.2016;23.03.2016;;;;;
25.02.2015;0333/2012-2016/GR;333;KESB im Thurgau;Motion;2;21.1 ZGB, EG/ZGB, Vormundschaft, Waisenämter;;;Recht allgemein;;;Hanspeter Gantenbein;SVP;1;Hermann Lei;SVP;1;Daniel Vetterli;SVP;1;;;;;;;;;;;;;;;;;;;;;;09.02.2016;09.03.2016;teilerheblich;3;;;
25.02.2015;0334/2012-2016/GR;334;Massgeschneiderte Sozialhilfe in den Gemeinden;Motion;2;85.0 Fürsorge, Massnahmen, Kinderheime, Heimaufsicht;;;Sozialer Schutz;Soziale Fragen;;Vico Zahnd;SVP;1;Urs Martin;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;17.11.2015;04.11.2015;nicht erheblich;2;;;
25.02.2015;0330/2012-2016/GR;330;Fragwürdige Weisung bezüglich Schleppschlaucheinsatz;Interpellation;4;91.0 Agrarpolitische Massnahmen, bäuerliches Bodenrecht;;;Landwirtschaft;;;Moritz Tanner;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.12.2015;09.03.2016;;;;;
25.02.2015;0331/2012-2016/GR;331;Kosteneinsparung durch Ideenmanagement;Interpellation;4;61.1 Finanzhaushalt, Finanzverwaltung und -kontrolle;;;Finanzwesen;Staatspolitik;;Jürg Wiesli;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.02.2016;20.04.2016;;;;;
11.03.2015;0340/2012-2016/GR;340;Änderung Gesetz über die Gemeinden;Motion;2;13.1 Gebiet, Organisation, Reglemente, Verwaltung;;;Staatspolitik;;;Barbara Kern;SP;4;David Blatter;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;18.01.2016;24.02.2016;nicht erheblich;2;;;
11.03.2015;0343/2012-2016/GR;343;Konkrete Umsetzung des Lehrplans 21 in den Thurgauer Schulen;Einfache Anfrage;5;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Daniel Vetterli;SVP;1;Urs Schrepfer;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;27.05.2015;;;;;;
11.03.2015;0342/2012-2016/GR;342;Ergänzungsleistungen für einkommensschwache Familien mit Kindern;Motion;2;83.1 AHV, IV, EL;;;Sozialer Schutz;Soziale Fragen;Beschäftigung und Arbeit;Elisabeth Rickenbach;EVP;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;01.03.2016;23.03.2016;nicht erheblich;2;;;
11.03.2015;0341/2012-2016/GR;341;Verkleinerung Grosser Rat;Motion;2;;;;Staatspolitik;;;Ralph Limoncelli;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.08.2015;09.09.2015;Rückzug;4;;;
25.03.2015;0351/2012-2016/GR;351;Erbschaftssteuer-Initiative - Steuerbelastung bisher und neu;Einfache Anfrage;5;10.1 Kantonsverfassung und Staatsverträge;;;Staatspolitik;;;Wolfgang Ackerknecht;EVP;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.06.2015;;;;;;
25.03.2015;0349/2012-2016/GR;349;Power-to-Gas: Innovative Speicherlösung für Ökostrom;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;73.3 Andere Energien: Gas, Fernwärme, Solarenergie etc.;;;Energie;;;Stefan Leuthold;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.03.2016;20.04.2016;erheblich;1;;;
25.03.2015;0350/2012-2016/GR;350;165 unbemerkte Telefonanrufe aus Kantonalgefängnis: Jekami im Strafvollzug?;Interpellation;4;34.2 Anstalten, Massnahmen, Schutzaufsicht, Opferhilfe, Begnadigung;;;Recht allgemein;;;Urs Martin;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.10.2015;02.12.2015;;;;;
22.04.2015;0362/2012-2016/GR;362;Lehrberufe und Fremdsprachen;Einfache Anfrage;5;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Josef Brägger;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.06.2015;;;;;;
22.04.2015;0363/2012-2016/GR;363;Internetbenützung in der Verwaltung;Einfache Anfrage;5;17.2 Regierungsrat;;;Staatspolitik;;;Peter Gubser;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;01.07.2015;;;;;;
22.04.2015;0364/2012-2016/GR;364;Offene Fragen zu Verordnungsänderung Pendlerabzug;Interpellation;4;64.1 Staats- und Gemeindesteuern, allgemeine Organisation;74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen;;Steuern;Finanzwesen;Verkehr;Vico Zahnd;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;-;22.04.2015;Rückzug;4;;;
06.05.2015;0367/2012-2016/GR;367;Christliche Werte in der Wohlstandsgesellschaft;Interpellation;4;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Andrea Vonlanthen;SVP;1;Jakob Auer;SP;4;Marcel Schenker;SVP;1;Daniel Wittwer;EDU;8;Astrid Ziegler;CVP;3;Fritz Zweifel;FDP;2;;;;;;;;;;;;;01.03.2016;29.06.2016;;;;;
06.05.2015;0365/2012-2016/GR;365;Neues Kunstmuseum: Wie weiter?;Interpellation;4;44.0 Kultur, Kunst (inklusive Lotteriefonds);;;Kultur;;;Peter Dransfeld;SP;4;Kurt Egger;GP;5;Alex Frei;CVP;3;Hans-Peter Grunder;BDP;9;Hermann Lei;SVP;1;Urs Martin;SVP;1;Klemenz Somm;glp;6;;;;;;;;;;26.04.2016;29.06.2016;;;;;
06.05.2015;0366/2012-2016/GR;366;Finanzierung von Familienzulagen - Der die bundesrechtliche Vorgabe übersteigende Teil der Familienzulage soll jeweils durch Beiträge der ArbeitnehmerInnen finanziert werden;Interpellation;4;83.6 Familien- und Kinderzulagen;;;Sozialer Schutz;Soziale Fragen;;Andreas Guhl;BDP;9;Hanspeter Gantenbein;SVP;1;Hansjörg Brunner;FDP;2;;;;;;;;;;;;;;;;;;;;;;09.02.2016;23.03.2016;;;;;
06.05.2015;0368/2012-2016/GR;368;Kauf von Lastwagen für Wäscherei Bodensee AG;Einfache Anfrage;5;72.0 Submissionswesen Bau, Beschaffungswesen öffentliche Hand;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Peter Dransfeld;SP;4;Edith Wohlfender;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;12.08.2015;;;;;;
06.05.2015;0370/2012-2016/GR;370;Thurgauer Hilfe bei weltweiten Katastrophen;Einfache Anfrage;5;10.1 Kantonsverfassung und Staatsverträge;;;Staatspolitik;;;Andrea Vonlanthen;SVP;1;Hanspeter Gantenbein;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;01.07.2015;;;;;;
06.05.2015;0369/2012-2016/GR;369;Fruchtfolgeflächen (FFF) im Thurgau;Einfache Anfrage;5;91.5 Pflanzenanbau und -schutz, Rebkorporationen, Engerlingsfonds;;;Landwirtschaft;;;Jost Rüegg;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.09.2015;;;;;;
06.05.2015;0371/2012-2016/GR;371;Registratur- und Archivplan für Schulgemeinden;Einfache Anfrage;5;17.1 Grosser Rat;;;Parlament;Staatspolitik;;Andreas Wirth;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.09.2015;;;;;;
27.05.2015;0372/2012-2016/GR;372;Wie viele Tempo-30-Zonen gibt es im Kanton Thurgau und was geht aus ihrer Auswertung hervor?;Einfache Anfrage;5;74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen;;;Verkehr;;;Max Möckli;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.09.2015;;;;;;
01.07.2015;0380/2012-2016/GR;380;Wie weiter mit Thurgauer Solarwärme?;Einfache Anfrage;5;73.2 Elektrizität inkl. Versorgung, Wasserkraft, AKW;;;Energie;;;Peter Dransfeld;SP;4;Daniel Eugster;FDP;2;Stefan Leuthold;glp;6;;;;;;;;;;;;;;;;;;;;;;09.09.2015;;;;;;
01.07.2015;0384/2012-2016/GR;384;Ergänzungsbau Regierungsgebäude;Einfache Anfrage;5;61.1 Finanzhaushalt, Finanzverwaltung und -kontrolle;;;Finanzwesen;Staatspolitik;;Roland A. Huber;BDP;9;Walter Marty;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;09.09.2015;;;;;;
01.07.2015;0382/2012-2016/GR;382;Agro Food Innovation Park Thurgau (afip);Einfache Anfrage;5;82.3 Arbeitsmarkt, Wirtschaftsförderung;;;Beschäftigung und Arbeit;Wirtschaft;;Andreas Guhl;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.09.2015;;;;;;
01.07.2015;0378/2012-2016/GR;378;Outlet Edelreich in Hasli bei Wigoltingen;Einfache Anfrage;5;70.1 Raumplanung, Richtpläne;;;Raumplanungs- und Wohnungswesen;;;Ulrich Müller;CVP;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.09.2015;;;;;;
01.07.2015;0383/2012-2016/GR;383;Unbegleitete minderjährige Asylsuchende (UMA);Einfache Anfrage;5;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Brigitta Hartmann;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.09.2015;;;;;;
01.07.2015;0381/2012-2016/GR;381;Auftragsvergabe im Tourismusbereich;Einfache Anfrage;5;72.0 Submissionswesen Bau, Beschaffungswesen öffentliche Hand;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Peter Gubser;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.09.2015;;;;;;
01.07.2015;0385/2012-2016/GR;385;Larifari bei Ausschaffungen krimineller und sozialhilfeabhängiger Ausländer im Thurgau?;Einfache Anfrage;5;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Vico Zahnd;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.09.2015;;;;;;
01.07.2015;0379/2012-2016/GR;379;Unterstellung der Staatsanwaltschaft unter eine fachliche Aufsichtsbehörde;Motion;2;31.2 Strafverfolgung: Staatsanwaltschaft, Jugendanwaltschaft;;;Recht allgemein;;;Urs Martin;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.06.2016;17.08.2016;nicht erheblich;2;;;
12.08.2015;0389/2012-2016/GR;389;Rahmenkonzept für Frauenhäuser prüfen;Interpellation;4;85.0 Fürsorge, Massnahmen, Kinderheime, Heimaufsicht;;;Sozialer Schutz;Soziale Fragen;;Gina Rüetschi;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.03.2016;20.04.2016;;;;;
09.09.2015;0398/2012-2016/GR;398;Beibehaltung der bestehenden Weilerzonen im Kanton Thurgau;Interpellation;4;70.1 Raumplanung, Richtpläne;;;Raumplanungs- und Wohnungswesen;;;Hanspeter Gantenbein;SVP;1;Walter Marty;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;28.09.2015;28.09.2015;;;;;
09.09.2015;0393/2012-2016/GR;393;Zeugnisse mit Noten und Balken;Einfache Anfrage;5;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Urs Schrepfer;SVP;1;Andreas Wirth;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;18.11.2015;;;;;;
