DATUM_VORSTOSS_EINGANG;NR_LEGISLATUR;GRG_NR;VORSTOSS_BEZEICHNUNG;VORSTOSSART_BEZEICHNUNG;VORSTOSSART_CODE;Sachbegriffe_GRGEKO_1;Sachbegriffe_GRGEKO_2;Sachbegriffe_GRGEKO_3;Thema_1;Thema_2;Thema_3;VORSTOESSER_IN_1;PARTEI_BEZEICHNUNG_1;PARTEI_CODE_1;VORSTOESSER_IN_2;PARTEI_BEZEICHNUNG_2;PARTEI_CODE_2;VORSTOESSER_IN_3;PARTEI_BEZEICHNUNG_3;PARTEI_CODE_3;VORSTOESSER_IN_4;PARTEI_BEZEICHNUNG_4;PARTEI_CODE_4;VORSTOESSER_IN_5;PARTEI_BEZEICHNUNG_5;PARTEI_CODE_5;VORSTOESSER_IN_6;PARTEI_BEZEICHNUNG_6;PARTEI_CODE_6;VORSTOESSER_IN_7;PARTEI_BEZEICHNUNG_7;PARTEI_CODE_7;VORSTOESSER_IN_8;PARTEI_BEZEICHNUNG_8;PARTEI_CODE_8;VORSTOESSER_IN_9;PARTEI_BEZEICHNUNG_9;PARTEI_CODE_9;VORSTOESSER_IN_10;PARTEI_BEZEICHNUNG_10;PARTEI_CODE_10;BEANTWORTUNG_REGIERUNGSRAT;DATUM_BESCHLUSS_GR;BESCHLUSS_GR;BESCHLUSS_GR_CODE;VORLAEUFIGE_UNTERSTUETZUNG;ERLEDIGUNG_GR;DATUM_BEANTWORTUNG_REGIERUNGSRAT
12.02.2020;0481/2016-2020/GR;481;Der Lehrplan 21 und der christliche Analphabetismus;Einfache Anfrage;5;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Andrea Vonlanthen;SVP;1;Jakob Auer;SP;4;Doris Günter;EVP;7;Patrick Hug;CVP;3;Andreas Opprecht;FDP;2;Iwan Wüst;EDU;8;Manuel Strupler;SVP;1;;;;;;;;;;14.04.2020;;;;;;
26.02.2020;0491/2016-2020/GR;491;Swiss future Farm: Chance für die Landwirtschaft der Zukunft oder Kantonsgeld für Markenwerbung?;Einfache Anfrage;5;91.4 Landw. Kredite, Beihilfen, Beiträge an Betriebsbau;;;Landwirtschaft;;;Daniel Vetterli;SVP;1;Egon Scherrer;SVP;1; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;14.04.2020;;;;;;
21.10.2020;0071/2020-2024/GR;71;Bewilligung der Freilandhaltung von Schweinen, Hühnern und Mastpoulets im Kanton Thurgau;Einfache Anfrage;5;91.0 Agrarpolitische Massnahmen, bäuerliches Bodenrecht;;;Landwirtschaft;;;Daniel Vetterli;SVP;1;Josef Gemperle;CVP;3;Urs Schär;SVP;1;Eveline Bachmann;SVP;1; ;;; ;;; ;;;;;;;;;;;;17.11.2020;;;;;;
16.12.2020;0102/2020-2024/GR;102;Gleich lange Spiesse für private und öffentliche Spitex-Organisationen im Thurgau;Einfache Anfrage;5;81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten;;;Gesundheit;Beschäftigung und Arbeit ;Soziale Fragen;Daniel Vetterli;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;;pendent;5;;;
12.02.2020;0479/2016-2020/GR;479;Ist Inländervorrang und Neueinstellungen von ü 50jährigen auch bei der kantonalen Verwaltung ein Thema?;Einfache Anfrage;5;17.7 Staatspersonal: einzelne Personalentscheide;;;Staatspolitik;Beschäftigung und Arbeit ;;Egon Scherrer;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;02.06.2020;;;;;;
08.01.2020;0466/2016-2020/GR;466;zum AfI und zum DBU;Einfache Anfrage;5;17.7 Staatspersonal: einzelne Personalentscheide;;;Staatspolitik;Beschäftigung und Arbeit ;;Hermann Lei;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;11.02.2020;;;;;;
04.12.2019;0447/2016-2020/GR;447;Gefährliche Kreuzung bei der Gemeinde Sommeri - Immer wieder schwere Unfälle;Einfache Anfrage;5;74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen;;;Verkehr;;;Jürg Wiesli;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;20.01.2020;;;;;;
22.01.2020;0472/2016-2020/GR;472;Vermietete Besucherparkplätze, eine neue Geldquelle?;Einfache Anfrage;5;22.1 Miete, Pacht, Arbeitsvertrag, Handelsregister;;;Recht allgemein;;;Jürg Wiesli;SVP;1;Jürgen Häberli;SVP;1; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;03.03.2020;;;;;;
26.02.2020;0492/2016-2020/GR;492;Corona-Fälle im Thurgau: wie reagiert der Regierungsrat, wenn erste Fälle auftreten?;Einfache Anfrage;5;81.8 Krankheitsbekämpfung / Unfallverhütung;;;Gesundheit;;;Jürg Wiesli;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;28.04.2020;;;;;;
12.02.2020;0480/2016-2020/GR;480;Tote Leitungen im Notfall - was tut der Kanton?;Einfache Anfrage;5;55.1 Polizeikorps / interkantonale Zusammenarbeit;;;Sicherheitspolitik;;;Pascal Schmid;SVP;1;Thomas Thalmann;SVP;1; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;07.04.2020;;;;;;
21.10.2020;0070/2020-2024/GR;70;Was blüht dem Thurgau mit dem neuen CO2-Gesetz?;Einfache Anfrage;5;90.0 Wirtschaftliche Entwicklung;81.4 Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall;;Wirtschaft;Umwelt;Gesundheit;Pascal Schmid;SVP;1;Oliver Martin;SVP;1; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;01.12.2020;;;;;;
18.11.2020;0079/2020-2024/GR;79;Was macht der Kanton zur Entschärfung der Situation am Bahnhof Weinfelden?;Einfache Anfrage;5;17.2 Regierungsrat;;;Staatspolitik;;;Pascal Schmid;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;;pendent;5;;;
08.01.2020;0465/2016-2020/GR;465;Unnötige Kosten bei Mietobjekten für Polizei und Staatsanwaltschaft?;Einfache Anfrage;5;22.1 Miete, Pacht, Arbeitsvertrag, Handelsregister;;;Recht allgemein;;;Paul Koch;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;25.02.2020;;;;;;
21.10.2020;0067/2020-2024/GR;67;Sichere Fussgängerstreifen im Kanton Thurgau - Umsetzung auf Kurs?;Einfache Anfrage;5;74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen;;;Verkehr;;;Paul Koch;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;01.12.2020;;;;;;
26.02.2020;0487/2016-2020/GR;487;Entwicklung der zugewanderten Erwerbstätigen;Einfache Anfrage;5;82.3 Arbeitsmarkt, Wirtschaftsförderung;;;Beschäftigung und Arbeit;Wirtschaft;;René Gubler;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;14.04.2020;;;;;;
12.02.2020;0483/2016-2020/GR;483;Wie weiter mit der 5G Mobilfunktechnik;Einfache Anfrage;5;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Ruedi Zbinden;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;31.03.2020;;;;;;
11.03.2020;0502/2016-2020/GR;502;Wie umgehen mit Mehrausschüttungen der SNB;Einfache Anfrage;5;61.0 Organisation, Finanzhaushalt allgemein;;;Finanzwesen;;;Stephan Tobler;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;19.05.2020;;;;;;
26.08.2020;0048/2020-2024/GR;48;Vermögenssteuererhöhung im Wald - in der heutigen Zeit gerechtfertigt?;Einfache Anfrage;5;64.1 Staats- und Gemeindesteuern, allgemeine Organisation;;;Steuern;Finanzwesen;;Walter Knöpfli;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;20.10.2020;;;;;;
30.09.2019;0422/2016-2020/GR;422;Feminisierung der PH und der Volksschule;Interpellation;4;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Andrea Vonlanthen;SVP;1;Ueli Fisch;glp;6;Josef Gemperle;CVP;3;Andreas Guhl;BDP;9;Hermann Lei;SVP;1;Jost Rüegg;GP;5; ;;;;;;;;;;;;10.12.2019;08.01.2020;;;;;
08.05.2019;0372/2016-2020/GR;372;Biodiversität, Situation und Perspektive im Thurgau;Interpellation;4;91.0 Agrarpolitische Massnahmen, bäuerliches Bodenrecht;;;Landwirtschaft;;;Daniel Vetterli;SVP;1;Josef Gemperle;CVP;3;Toni Kappeler;GP;5;Robert Meyer;glp;6; ;;; ;;; ;;;;;;;;;;;;17.12.2019;12.02.2020;Diskussion abgelehnt;8;;;
30.09.2019;0421/2016-2020/GR;421;Knaben an der Volksschule Thurgau im Abseits?;Interpellation;4;41.0 Unterrichtswesen, Lehrerorganisation und -fortbildung;;;Bildung;;;Daniel Vetterli;SVP;1;Nina Schläfli;SP;4;Sonja Wiesmann;SP;4;Marina Bruggmann;SP;4; ;;; ;;; ;;;;;;;;;;;;20.01.2020;12.08.2020;;;;;
09.09.2020;0056/2020-2024/GR;56;Covid-19 im Vergleich zu früheren Grippewellen;Interpellation;4;81.8 Krankheitsbekämpfung / Unfallverhütung;;;Gesundheit;;;Jürg Wiesli;SVP;1;Stefan Leuthold;glp;6;Ruth Kern;FDP;2;Karin Bétrisey;GP;5; ;;; ;;; ;;;;;;;;;;;;24.11.2020;pendent;pendent;5;;;
26.02.2020;0485/2016-2020/GR;485;Pflegefinanzierung statt Konkurs;Interpellation;4;85.0 Fürsorge, Massnahmen, Kinderheime, Heimaufsicht;;;Sozialer Schutz;Soziale Fragen;;Max Brunner;SVP;1;Ruedi Zbinden;SVP;1; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;06.05.2020;06.05.2020;Rückzug;4;;;
26.02.2020;0486/2016-2020/GR;486;Vorpreschen des Kantons bei Weilern - wo bleiben Rechtssicherheit, Vertrauensschutz und Eigentumsgarantie?;Interpellation;4;45.1 Natur-, Pflanzen-, Tierschutz;;;Raumplanungs- und Wohnungswesen;Umwelt;;Pascal Schmid;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;18.11.2020;pendent;pendent;5;;;
13.03.2019;0333/2016-2020/GR;333;Kostenkontrolle bei Sozial-Dienstleistungen;Interpellation;4;85.0 Fürsorge, Massnahmen, Kinderheime, Heimaufsicht;;;Sozialer Schutz;Soziale Fragen;;Ruedi Zbinden;SVP;1;Peter Dransfeld;GP;5;Elisabeth Rickenbach;EVP;7;Ueli Fisch;glp;6;Peter Bühler;CVP;3; ;;; ;;;;;;;;;;;;pendent;pendent;pendent;5;;;
01.10.2018;0278/2016-2020/GR;278;Handlungsbedarf bei der Polizei?;Interpellation;4;55.1 Polizeikorps / interkantonale Zusammenarbeit;;;Sicherheitspolitik;;;Stephan Tobler;SVP;1;Corinna Pasche;CVP;3;Didi Feuerle;GP;5;Elina Müller;SP;4;Elisabeth Rickenbach;EVP;7;Peter Schenk;EDU;8; ;;;;;;;;;;;;pendent;pendent;pendent;5;;;
22.04.2020;0505/2016-2020/GR;505;Verwendung von Reserven aus dem Verkauf der Partizipationsscheine sowie zusätzliche Ausschüttungen der SNB;Interpellation;4;95.1 TKB, Bankenaufsicht;;;Wirtschaft;Staatspolitik;;Stephan Tobler;SVP;1;Daniel Vetterli;SVP;1; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;pendent;pendent;5;;;
17.06.2020;0030/2020-2024/GR;30;Littering, ein (ernst)zunehmendes Problem - und kein Ende in Sicht;Interpellation;4;81.4 Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall;;;Umwelt;Gesundheit;;Urs Schär;SVP;1;Ueli Fisch;glp;6;Peter Bühler;CVP;3;Oliver Martin;SVP;1;Christian Mader;EDU;8;Nina Schläfli;SP;4;Simon Vogel;GP;5;Roland Wyss;EVP;7;;;;;;;02.12.2020;02.12.2020;;;;;
23.10.2019;0426/2016-2020/GR;426;Neuer Werkhof Tiefbauamt wieder auf grüner Wiese?;Interpellation;4;"70.2 Baugesetz; Planungen Hoch- und Tiefbau, Baulinien";;;Raumplanungs- und Wohnungswesen;;;Walter Knöpfli;SVP;1;Bruno Lüscher;FDP;2;Kurt Baumann;SVP;1;Elisabeth Rickenbach;EVP;7;Barbara Dätwyler;SP;4;Hans Feuz;CVP;3;Mathis Müller;GP;5;Daniel Frischknecht;EDU;8;Robert Meyer;glp;6;;;;pendent;pendent;pendent;5;;;
30.09.2019;0420/2016-2020/GR;420;Unterstützung der Wiederbewaldung von borkenkäfergeschädigtem Wald im Kanton Thurgau.;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;92.1 Forstwesen;;;Landwirtschaft;;;Paul Koch;SVP;1;Robert Zahnd;SVP;1; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;18.02.2020;11.03.2020;Rückzug;4;;;
14.02.2018;0190/2016-2020/GR;190;Überwachung bei missbräuchlichem Sozialhilfebezug;Motion;2;85.0 Fürsorge, Massnahmen, Kinderheime, Heimaufsicht;;;Sozialer Schutz;Soziale Fragen;;Ruedi Zbinden;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;21.01.2019;13.03.2019;erheblich;1;;;
15.08.2018;0257/2016-2020/GR;257;Fragestunde im Grossen Rat des Kantons Thurgau;Motion;2;17.1 Grosser Rat;;;Parlament;Staatspolitik;;Hermann Lei;SVP;1;Petra Kuhn;SVP;1;Aline Indergand;SVP;1; ;;; ;;; ;;; ;;;;;;;;;;;;Büro: 06.05.2019;03.07.2019;erheblich;1;;;
20.09.2018;0272/2016-2020/GR;272;Für einen Denkmalschutz mit Augenmass und besserer Koordination mit den raumplanerischen Zielen;Motion;2;45.2 Heimatschutz;;;Raumplanungs- und Wohnungswesen;Umwelt;;Manuel Strupler;SVP;1;Pascal Schmid;SVP;1; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;10.09.2019;23.10.2019;erheblich;1;;;
03.07.2019;0397/2016-2020/GR;397;Straffreie Meldungen an die Polizei bei Gefährdungsverdacht;Motion;2;55.1 Polizeikorps / interkantonale Zusammenarbeit;;;Sicherheitspolitik;;;Pascal Schmid;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;09.06.2020;12.08.2020;teilerheblich;3;;;
16.12.2020;0099/2020-2024/GR;99;Förderbeitrag an Thurgauer Holz;Motion;2;72.0 Submissionswesen Bau, Beschaffungswesen öffentliche Hand;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Daniel Vetterli;SVP;1;Paul Koch;SVP;1; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;pendent;pendent;pendent;5;;;
03.07.2019;0397/2016-2020/GR;397;Straffreie Meldungen an die Polizei bei Gefährdungsverdacht;Motion;2;55.1 Polizeikorps / interkantonale Zusammenarbeit;;;Sicherheitspolitik;;;Pascal Schmid;SVP;1; ;;; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;09.06.2020;12.08.2020;teilerheblich;3;;;
18.12.2019;0461/2016-2020/GR;461;Portofrei abstimmen und wählen - Stimmbeteiligung erhöhen und Rechtsunsicherheiten beseitigen;Motion;2;13.1 Gebiet, Organisation, Reglemente, Verwaltung;;;Staatspolitik;;;Pascal Schmid;SVP;1;Isabelle Altwegg;SVP;1; ;;; ;;; ;;; ;;; ;;;;;;;;;;;;03.11.2020;02.12.2020;nicht erheblich;2;;;
27.02.2019;0325/2016-2020/GR;325;Verkaufs- und Freisetzungsverbot im Kanton Thurgau für exotische Problempflanzen - Pflanzen, welche auf der schwarzen Liste der invasiven Neophyten der Schweiz stehen;Motion;2;91.5 Pflanzenanbau und -schutz, Rebkorporationen, Engerlingsfonds;;;Landwirtschaft;;;Paul Koch;SVP;1; ;;; ;;;;;; ;;; ;;; ;;;;;;;;;;;;04.02.2020;26.02.2020;nicht erheblich;2;;;
11.03.2020;0495/2016-2020/GR;495;Stopp der Diskriminierung unserer KMU im Beschaffungswesen;Motion;2;72.0 Submissionswesen Bau, Beschaffungswesen öffentliche Hand;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Petra Kuhn;SVP;1;Brigitte Kaufmann;FDP;2;Marianne Raschle;CVP;3;;;; ;;; ;;; ;;;;;;;;;;;;pendent;pendent;pendent;5;;;
03.07.2019;0396/2016-2020/GR;396;Steuerliche Entlastung von Veteranenfahrzeugen;Motion;2;74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen;;;Verkehr;;;Urs Martin;SVP;1;Beat Pretali;FDP;2;;;;;;; ;;; ;;; ;;;;;;;;;;;;25.02.2020;06.05.2020;Rückzug;4;;;
16.12.2020;0098/2020-2024/GR;98;Prämie für die Verwendung von Holz aus dem Kanton Thurgau bei Bauprojekten;Parlamentarische Initiative;1;72.0 Submissionswesen Bau, Beschaffungswesen öffentliche Hand;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Paul Koch;SVP;1;Daniel Vetterli;SVP;1;;;;;;; ;;; ;;; ;;;;;;;;;;;;;;;;pendent;pendent;
23.10.2019;0424/2016-2020/GR;424;Statistik im Bereich LGBTIQ+ -feindliche Aggressionen;Motion;2;55.1 Polizeikorps / interkantonale Zusammenarbeit;;;Sicherheitspolitik;;;Reto Ammann;glp;6;Karin Bétrisey;GP;5;Dominik Diezi;CVP/Die Mitte;3;Nina Schläfli;SP;4;Anders Stokholm;FDP;2;;;;;;;;;;;;;;;;;13.01.2021;nicht erheblich;2;;;17.11.2020
20.11.2019;0437/2016-2020/GR;437;Hochschulstandort für die Fachhochschule Ost in Frauenfeld;Interpellation;4;41.6 Hochschulen: Universitäten, Technika, Höhere Fachschule;;;Bildung;;;Anders Stokholm;FDP;2;Barbara Dätwyler Weber;SP;4;Stefan Leuthold;glp;6;Christoph Regli;CVP/Die Mitte;3;Gina Rüetschi;GP;5;Andreas Wirth;SVP;1;Christian Mader;EDU;8;;;;;;;;;;27.10.2020;13.01.2021;;;;;
20.11.2019;0436/2016-2020/GR;436;Volksrechte und Meinungsbildung in den Schulgemeinden;Interpellation;4;41.1 Unterstufen: Kindergarten, Volks- und Primarschule;;;Bildung;;;Jörg Schläpfer;FDP;2;Beat Rüedi;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;03.11.2020;27.01.2021;;;;;
04.12.2019;0444/2016-2020/GR;444;Hausärztemangel im Thurgau, was tun?;Interpellation;4;81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten;;;Gesundheit;Beschäftigung und Arbeit ;Soziale Fragen;Guido Grütter;FDP;2;Stefan Leuthold;glp;6;Ruth Kern;FDP;2;Karin Bétrisey;GP;5;;;;;;;;;;;;;;;;;;;24.11.2020;24.03.2021;;;;;
08.01.2020;0463/2016-2020/GR;463;Übertragung der Ratsdebatten - ein Beitrag für mehr Transparenz und Bürgernähe;Motion;2;17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege;;;Staatspolitik;Gerichtswesen;;Ueli Fisch;glp;6;Hermann Lei;SVP;1;Turi Schallenberg;SP;4;Lucas Orellano;glp;6;;;;;;;;;;;;;;;;;;;Büro;27.01.2021;erheblich;1;;;16.12.2020
08.01.2020;0463/2016-2020/GR;463;Übertragung der Ratsdebatten - ein Beitrag für mehr Transparenz und Bürgernähe;Motion;2;17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege;;;Staatspolitik;Gerichtswesen;;Ueli Fisch;glp;6;Hermann Lei;SVP;1;Turi Schallenberg;SP;4;Lucas Orellano;glp;6;;;;;;;;;;;;;;;;;;;;09.06.2021;Abschreibung;6;;;
26.02.2020;0485/2016-2020/GR;485;Pflegefinanzierung statt Konkurs;Interpellation;4;85.0 Fürsorge, Massnahmen, Kinderheime, Heimaufsicht;;;Sozialer Schutz;Soziale Fragen;;Max Brunner;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.02.2021;09.06.2021;;;;;
11.03.2020;0496/2016-2020/GR;496;Situation von geflüchteten Frauen und Mädchen im Kanton Thurgau;Interpellation;4;14.3 Fremdenpolizei, Grenzverkehr, Ausweisschriften;;;Migration;Staatspolitik;;Nina Schläfli;SP;4;Sonja Wiesmann;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;19.01.2021;05.05.2021;;;;;
11.03.2020;0495/2016-2020/GR;495;Stopp der Diskriminierung unserer KMU im Beschaffungswesen;Motion;2;72.0 Submissionswesen Bau, Beschaffungswesen öffentliche Hand;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Petra Kuhn;SVP;1;Brigitte Kaufmann;FDP;2;Marianne Raschle;CVP/Die Mitte;3;;;;;;;;;;;;;;;;;;;;;;;05.05.2021;erheblich;1;;;02.03.2021
20.05.2020;0023/2020-2024/GR;23;Leitbild Wirtschaftsstandort Thurgau;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;90.0 Wirtschaftliche Entwicklung;;;Wirtschaft;;;Kristiane Vietze;FDP;2;Anders Stokholm;FDP;2;Brigitte Kaufmann;FDP;2;Cornelia Hasler;FDP;2;Daniel Eugster;FDP;2;Jörg Schläpfer;FDP;2;;;;;;;;;;;;;12.01.2021;17.02.2021;erheblich;1;;;
20.05.2020;0022/2020-2024/GR;22;Anpassungen bei der Umsetzung der planerischen Mehrwertabgabe nach dem Planungs- und Baugesetz;Motion;2;"70.2 Baugesetz; Planungen Hoch- und Tiefbau, Baulinien";;;Raumplanungs- und Wohnungswesen;;;René Walther;FDP;2;Beat Rüedi;FDP;2;Reto Ammann;glp;6;Christina Pagnoncini;glp;6;Jürgen Häberli;SVP;1;;;;;;;;;;;;;;;;;07.07.2021;erheblich;1;;;25.05.2021
20.05.2020;0021/2020-2024/GR;21;Kein Ausverkauf von Versorgungsinfrastrukturen;Motion;2;73.2 Elektrizität inkl. Versorgung, Wasserkraft, AKW;;;Energie;;;Franz Eugster;CVP/Die Mitte;3;Andreas Opprecht;FDP;2;Ruedi Zbinden;SVP;1;Sonja Wiesmann;SP;4;Bernhard Braun;GP;5;;;;;;;;;;;;;;;;;23.06.2021;erheblich;1;;;11.05.2021
20.05.2020;0022/2020-2024/GR;22;Anpassungen bei der Umsetzung der planerischen Mehrwertabgabe nach dem Planungs- und Baugesetz;Motion;2;"70.2 Baugesetz; Planungen Hoch- und Tiefbau, Baulinien";;;Raumplanungs- und Wohnungswesen;;;René Walther;FDP;2;Beat Rüedi;FDP;2;Reto Ammann;glp;6;Christina Pagnoncini;glp;6;Jürgen Häberli;SVP;1;;;;;;;;;;;;;;;;25.05.2021;07.07.2021;erheblich;1;;;
20.05.2020;0021/2020-2024/GR;21;Kein Ausverkauf von Versorgungsinfrastrukturen;Motion;2;73.2 Elektrizität inkl. Versorgung, Wasserkraft, AKW;;;Energie;;;Franz Eugster;CVP/Die Mitte;3;Andreas Opprecht;FDP;2;Ruedi Zbinden;SVP;1;Sonja Wiesmann;SP;4;Bernhard Braun;GP;5;;;;;;;;;;;;;;;;11.05.2021;23.06.2021;erheblich;1;;;
17.06.2020;0028/2020-2024/GR;28;Entschädigung Coronakrise;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;94.2 Preise, Löhne, Gewinne;;;Wirtschaft;;;Jacob Auer;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.11.2020;13.01.2021;nicht erheblich;2;;;
17.06.2020;0031/2020-2024/GR;31;Let's talk about sex. Sexualaufklärung an Thurgauer Schulen;Interpellation;4;41.2 Oberstufen: Real- und Sekundarschulen;41.1 Unterstufen: Kindergarten, Volks- und Primarschule;;Bildung;;;Nina Schläfli;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.03.2021;18.08.2021;;;;;
17.06.2020;0030/2020-2024/GR;30;Littering, ein (ernst)zunehmendes Problem - und kein Ende in Sicht;Interpellation;4;81.4 Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall;;;Umwelt;Gesundheit;;Urs Schär;SVP;1;Pascal Schmid ;;;;;;;;;;;;;;;;;;;;;;;;;;;17.11.2020;05.05.2021;;;;;
17.06.2020;0029/2020-2024/GR;29;Wer hat im Wald eigentlich das Sagen?;Interpellation;4;92.1 Forstwesen;;;Landwirtschaft;;;Franz Eugster;CVP/Die Mitte;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.11.2020;10.03.2021;;;;;
01.07.2020;0037/2020-2024/GR;37;Corona-Krise: Rückblick und Ausblick;Interpellation;4;81.8 Krankheitsbekämpfung / Unfallverhütung;;;Gesundheit;;;Peter Dransfeld;GP;5;Brigitta Engeli;GP;5;Jost Rüegg;GP;5;;;;;;;;;;;;;;;;;;;;;;30.03.2021;18.08.2021;Diskussion abgelehnt;8;;;
12.08.2020;0042/2020-2024/GR;42;Was tut die Regierung eigentlich für die Gleichstellung?;Interpellation;4;10.1 Kantonsverfassung und Staatsverträge;;;Staatspolitik;;;Jacob Auer;SP;4;Petra Merz;CVP/Die Mitte;3;;;;;;;;;;;;;;;;;;;;;;;;;08.09.2020;17.02.2021;keine Diskussion/Verzicht Diskussion;7;;;
12.08.2020;0043/2020-2024/GR;43;Welche Auswirkungen bringt die Ausscheidung von Zuströmbereichen für Grundwasserfassungen?;Interpellation;4;72.1 Wasserwirtschaft, Wasserbau, Oeffentliche Gewässer;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Franz Eugster;CVP/Die Mitte;3;Andreas Opprecht;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;10.11.2020;10.03.2021;;;;;
12.08.2020;0041/2020-2024/GR;41;Mehr Sicherheit bei Wahlen und Abstimmungen;Motion;2;13.1 Gebiet, Organisation, Reglemente, Verwaltung;;;Staatspolitik;;;Ueli Fisch;glp;6;Sonja Wiesmann Schätzle;SP;4;Anders Stokholm;FDP;2;Hansjörg Haller;EVP;7;Sabina Peter Köstli;CVP/Die Mitte;3;Hermann Lei;SVP;1;Daniel Frischknecht;EDU;8;Bernhard Braun;GP;5;;;;;;;;pendent;pendent;5;;;16.11.2021
26.08.2020;0046/2020-2024/GR;46;Digitales Thurgauer Parlament;Motion;2;17.1 Grosser Rat;;;Parlament;Staatspolitik;;Ueli Fisch;glp;6;Hermann Lei;SVP;1;Turi Schallenberg;SP;4;;;;;;;;;;;;;;;;;;;;;;Büro;27.10.2021;nicht erheblich;2;;;30.08.2021
09.09.2020;0055/2020-2024/GR;55;Thurmed: Eine Milliarde im Nebel;Interpellation;4;81.0 Allgemeines, Organisation, Gesetz, Taxen;81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten;;Gesundheit;Beschäftigung und Arbeit ;Soziale Fragen;Edith Wohlfender;SP;4;Peter Dransfeld;GP;5;Elisabeth Rickenbach;EVP;7;Ueli Fisch;glp;6;Peter Bühler;CVP/Die Mitte;3;;;;;;;;;;;;;;;;19.01.2021;21.04.2021;;;;;
09.09.2020;0056/2020-2024/GR;56;Covid-19 im Vergleich zu früheren Grippewellen;Interpellation;4;81.8 Krankheitsbekämpfung / Unfallverhütung;;;Gesundheit;;;Jürg Wiesli;SVP;1;Iwan Wüst-Singer;EDU;8;;;;;;;;;;;;;;;;;;;;;;;;;30.03.2021;18.08.2021;Diskussion abgelehnt;8;;;
09.09.2020;0054/2020-2024/GR;54;Bekämpfung von Missbräuchen von Praktika;Motion;2;41.4 Berufliches Bildungswesen;;;Bildung;;;Jacob Auer;SP;4;Marina Bruggmann;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;10.03.2021;nicht erheblich;2;;;19.01.2021
