Jahr;Name;Vorname;Beruf;Ort;Bezirk;Fraktion;GR_Eintritt;Geb_Jahr;Partei;Geschlecht
2021;Wyss;Roland;Bauleiter, Hochbautechniker TS;Frauenfeld;Frauenfeld;CVP/EVP;2019;;EVP;männlich
2008;Zahnd;Robert;Förster;Frauenfeld;Frauenfeld;SVP;1996;;SVP;männlich
2013;Zahnd;Robert;Förster;Frauenfeld;Frauenfeld;SVP;1996;;SVP;männlich
2014;Zahnd;Robert;Förster;Frauenfeld;Frauenfeld;SVP;1996;;SVP;männlich
2015;Zahnd;Robert;Förster;Frauenfeld;Frauenfeld;SVP;1996;;SVP;männlich
2016;Zahnd;Robert;Förster;Frauenfeld;Frauenfeld;SVP;1996;;SVP;männlich
2017;Zahnd;Robert;Förster;Frauenfeld;Frauenfeld;SVP;1996;;SVP;männlich
2018;Zahnd;Robert;Förster;Frauenfeld;Frauenfeld;SVP;1996;;SVP;männlich
2019;Zahnd;Robert;Förster;Frauenfeld;Frauenfeld;SVP;1996;;SVP;männlich
2020;Zahnd;Robert;Förster (pensioniert);Frauenfeld;Frauenfeld;SVP;1996;;SVP;männlich
2021;Zahnd;Robert;Förster (pensioniert);Frauenfeld;Frauenfeld;SVP;1996;;SVP;männlich
2009;Zahnd;Robert;Förster;Frauenfeld;Frauenfeld;SVP;1996;1955;SVP;männlich
2010;Zahnd;Robert;Förster;Frauenfeld;Frauenfeld;SVP;1996;1955;SVP;männlich
2011;Zahnd;Robert;Förster;Frauenfeld;Frauenfeld;SVP;1996;1955;SVP;männlich
2012;Zahnd;Robert;Förster;Frauenfeld;Frauenfeld;SVP;1996;1955;SVP;männlich
2013;Zahnd;Vico;dipl. Bauingenieur FH;St. Margarethen;Münchwilen;SVP;2008;;SVP;männlich
2014;Zahnd;Vico;dipl. Bauingenieur FH;St. Margarethen;Münchwilen;SVP;2008;;SVP;männlich
2015;Zahnd;Vico;dipl. Bauingenieur FH;St. Margarethen;Münchwilen;SVP;2008;;SVP;männlich
2016;Zahnd;Vico;dipl. Bauingenieur FH;St. Margarethen;Münchwilen;SVP;2008;;SVP;männlich
2017;Zahnd;Vico;dipl. Bauingenieur FH;Weingarten;Münchwilen;SVP;2008;;SVP;männlich
2018;Zahnd;Vico;dipl. Bauingenieur FH;Weingarten;Münchwilen;SVP;2008;;SVP;männlich
2019;Zahnd;Vico;dipl. Bauingenieur FH;Weingarten;Münchwilen;SVP;2008;;SVP;männlich
2020;Zahnd;Vico;dipl. Bauingenieur FH;Weingarten;Münchwilen;SVP;2008;;SVP;männlich
2021;Zahnd;Vico;dipl. Bauingenieur FH;Weingarten;Münchwilen;SVP;2008;;SVP;männlich
2009;Zahnd;Vico;dipl. Bauingenieur FH;Münchwilen;Münchwilen;SVP;2008;1980;SVP;männlich
2010;Zahnd;Vico;dipl. Bauingenieur FH;St. Margarethen;Münchwilen;SVP;2008;1980;SVP;männlich
2011;Zahnd;Vico;dipl. Bauingenieur FH;St. Margarethen;Münchwilen;SVP;2008;1980;SVP;männlich
2012;Zahnd;Vico;dipl. Bauingenieur FH;St. Margarethen;Münchwilen;SVP;2008;1980;SVP;männlich
2013;Zbinden;Ruedi;Gemeindeammann;Mettlen;Weinfelden;SVP;2008;;SVP;männlich
2014;Zbinden;Ruedi;Gemeindeammann;Mettlen;Weinfelden;SVP;2008;;SVP;männlich
2015;Zbinden;Ruedi;Gemeindeammann;Mettlen;Weinfelden;SVP;2008;;SVP;männlich
2016;Zbinden;Ruedi;Gemeindepräsident;Mettlen;Weinfelden;SVP;2008;;SVP;männlich
2017;Zbinden;Ruedi;Gemeindepräsident;Mettlen;Weinfelden;SVP;2008;;SVP;männlich
2018;Zbinden;Ruedi;Gemeindepräsident;Mettlen;Weinfelden;SVP;2008;;SVP;männlich
2019;Zbinden;Ruedi;Gemeindepräsident;Mettlen;Weinfelden;SVP;2008;;SVP;männlich
2020;Zbinden;Ruedi;Gemeindepräsident;Mettlen;Weinfelden;SVP;2008;;SVP;männlich
2021;Zbinden;Ruedi;Gemeindepräsident;Mettlen;Weinfelden;SVP;2008;;SVP;männlich
2009;Zbinden;Ruedi;Gemeindeammann;Mettlen;Weinfelden;SVP;2008;1962;SVP;männlich
2010;Zbinden;Ruedi;Gemeindeammann;Mettlen;Weinfelden;SVP;2008;1962;SVP;männlich
2011;Zbinden;Ruedi;Gemeindeammann;Mettlen;Weinfelden;SVP;2008;1962;SVP;männlich
2012;Zbinden;Ruedi;Gemeindeammann;Mettlen;Weinfelden;SVP;2008;1962;SVP;männlich
2017;Zecchinel;Cornelia;eidg. dipl. PR-Beraterin;Kreuzlingen;Kreuzlingen;FDP;2016;;FDP;weiblich
2018;Zecchinel;Cornelia;eidg. dipl. PR-Beraterin;Kreuzlingen;Kreuzlingen;FDP;2016;;FDP;weiblich
2019;Zecchinel;Cornelia;eidg. dipl. PR-Beraterin;Kreuzlingen;Kreuzlingen;FDP;2016;;FDP;weiblich
2020;Zecchinel;Cornelia;eidg. dipl. PR-Beraterin;Kreuzlingen;Kreuzlingen;FDP;2016;;FDP;weiblich
2021;Zecchinel;Cornelia;eidg. dipl. PR-Beraterin;Kreuzlingen;Kreuzlingen;FDP;2016;;FDP;weiblich
2020;Zeitner;Nicole;Betriebswirtschafterin;Stettfurt;Frauenfeld;glp;2020;;glp;weiblich
2021;Zeitner;Nicole;Betriebswirtschafterin;Stettfurt;Frauenfeld;glp;2020;;glp;weiblich
2020;Zellweger;Melanie;Geschäftsführerin;Romanshorn;Arbon;SVP;2020;;SVP;weiblich
2021;Zellweger;Melanie;Geschäftsführerin;Romanshorn;Arbon;SVP;2020;;SVP;weiblich
2013;Ziegler;Astrid;Bankfachfrau FA;Birwinken;Weinfelden;CVP/glp;2012;;CVP;weiblich
2014;Ziegler;Astrid;Bankfachfrau FA;Birwinken;Weinfelden;CVP/glp;2012;;CVP;weiblich
2015;Ziegler;Astrid;Bankfachfrau FA;Birwinken;Weinfelden;CVP/glp;2012;;CVP;weiblich
2016;Ziegler;Astrid;Bankfachfrau FA;Birwinken;Weinfelden;CVP/glp;2012;;CVP;weiblich
2017;Ziegler;Astrid;Bankfachfrau FA;Birwinken;Weinfelden;CVP/EVP;2012;;CVP;weiblich
2018;Ziegler;Astrid;Bankfachfrau FA;Birwinken;Weinfelden;CVP/EVP;2012;;CVP;weiblich
2013;Zimmermann;David;Schreiner,Gemeindeammann;Braunau;Münchwilen;SVP;2008;;SVP;männlich
2014;Zimmermann;David;Schreiner,Gemeindeammann;Braunau;Münchwilen;SVP;2008;;SVP;männlich
2015;Zimmermann;David;Schreiner,Gemeindeammann;Braunau;Münchwilen;SVP;2008;;SVP;männlich
2016;Zimmermann;David;Schreiner,Gemeindepräsident;Braunau;Münchwilen;SVP;2008;;SVP;männlich
2017;Zimmermann;David;Schreiner,Gemeindepräsident;Braunau;Münchwilen;SVP;2008;;SVP;männlich
2018;Zimmermann;David;Schreiner,Gemeindepräsident;Braunau;Münchwilen;SVP;2008;;SVP;männlich
2019;Zimmermann;David;Schreiner,Gemeindepräsident;Braunau;Münchwilen;SVP;2008;;SVP;männlich
2020;Zimmermann;David;Schreiner,Gemeindepräsident;Braunau;Münchwilen;SVP;2008;;SVP;männlich
2021;Zimmermann;David;Schreiner,Gemeindepräsident;Braunau;Münchwilen;SVP;2008;;SVP;männlich
2009;Zimmermann;David;Schreiner, Gemeindeammann;Braunau;Münchwilen;SVP;2008;1971;SVP;männlich
2010;Zimmermann;David;Schreiner, Gemeindeammann;Braunau;Münchwilen;SVP;2008;1971;SVP;männlich
2011;Zimmermann;David;Schreiner, Gemeindeammann;Braunau;Münchwilen;SVP;2008;1971;SVP;männlich
2012;Zimmermann;David;Schreiner, Gemeindeammann;Braunau;Münchwilen;SVP;2008;1971;SVP;männlich
2008;Zingg;Anneliese;Amtschefin Sozialdienste;Hüttwilen;Steckborn;FDP;2008;;FDP;weiblich
2013;Zuber;Andreas;dipl. El.-Ing. FH;Märstetten;Weinfelden;SVP;2008;;SVP;männlich
2014;Zuber;Andreas;dipl. El.-Ing. FH;Märstetten;Weinfelden;SVP;2008;;SVP;männlich
2015;Zuber;Andreas;dipl. El.-Ing. FH;Märstetten;Weinfelden;SVP;2008;;SVP;männlich
2016;Zuber;Andreas;dipl. El.-Ing. FH;Märstetten;Weinfelden;SVP;2008;;SVP;männlich
2017;Zuber;Andreas;dipl. El.-Ing. FH;Märstetten;Weinfelden;SVP;2008;;SVP;männlich
2018;Zuber;Andreas;dipl. El.-Ing. FH;Märstetten;Weinfelden;SVP;2008;;SVP;männlich
2019;Zuber;Andreas;dipl. El.-Ing. FH;Märstetten;Weinfelden;SVP;2008;;SVP;männlich
2020;Zuber;Andreas;dipl. El.-Ing. FH;Märstetten;Weinfelden;SVP;2008;;SVP;männlich
2021;Zuber;Andreas;dipl. El.-Ing. FH;Märstetten;Weinfelden;SVP;2008;;SVP;männlich
2009;Zuber;Andreas;dipl. El. Ing. FH;Märstetten;Weinfelden;SVP;2008;1962;SVP;männlich
2010;Zuber;Andreas;dipl. El. Ing. FH;Märstetten;Weinfelden;SVP;2008;1962;SVP;männlich
2011;Zuber;Andreas;dipl. El. Ing. FH;Märstetten;Weinfelden;SVP;2008;1962;SVP;männlich
2012;Zuber;Andreas;dipl. El. Ing. FH;Märstetten;Weinfelden;SVP;2008;1962;SVP;männlich
2013;Zürcher;Käthi;Sekundarlehrerin;Romanshorn;Arbon;CVP/glp;2012;;CVP;weiblich
2014;Zürcher;Käthi;Sekundarlehrerin;Romanshorn;Arbon;CVP/glp;2012;;CVP;weiblich
2015;Zürcher;Käthi;Sekundarlehrerin;Romanshorn;Arbon;CVP/glp;2012;;CVP;weiblich
2016;Zürcher;Käthi;Sekundarlehrerin;Romanshorn;Arbon;CVP/glp;2012;;CVP;weiblich
2017;Zürcher;Käthi;Sekundarlehrerin;Romanshorn;Arbon;CVP/EVP;2012;;CVP;weiblich
2018;Zürcher;Käthi;Sekundarlehrerin;Romanshorn;Arbon;CVP/EVP;2012;;CVP;weiblich
2019;Zürcher;Käthi;Sekundarlehrerin;Romanshorn;Arbon;CVP/EVP;2012;;CVP;weiblich
2020;Zürcher;Käthi;Sekundarlehrerin;Romanshorn;Arbon;CVP/EVP;2012;;CVP;weiblich
2021;Zürcher;Käthi;Sekundarlehrerin;Romanshorn;Arbon;CVP/EVP;2012;;CVP;weiblich
2015;Züst;Felix;Schulpräsident,Heilpädagoge;Hauptwil;Weinfelden;SP;2015;;SP;männlich
2016;Züst;Felix;Schulpräsident,Heilpädagoge;Hauptwil;Weinfelden;SP;2015;;SP;männlich
2017;Züst;Felix;Schulpräsident,Heilpädagoge;Hauptwil;Weinfelden;SP;2015;;SP;männlich
2018;Züst;Felix;Schulischer Heilpädagoge;Hauptwil;Weinfelden;SP;2015;;SP;männlich
2008;Zweifel;Fritz;Gemeindeammann;Scherzingen;Kreuzlingen;FDP;2004;;FDP;männlich
2013;Zweifel;Fritz;Kaufmann;Scherzingen;Kreuzlingen;FDP;2004;;FDP;männlich
2014;Zweifel;Fritz;Kaufmann;Scherzingen;Kreuzlingen;FDP;2004;;FDP;männlich
2015;Zweifel;Fritz;Kaufmann;Scherzingen;Kreuzlingen;FDP;2004;;FDP;männlich
2016;Zweifel;Fritz;Kaufmann;Scherzingen;Kreuzlingen;FDP;2004;;FDP;männlich
2009;Zweifel;Fritz;Gemeindeammann;Scherzingen;Kreuzlingen;FDP;2004;1965;FDP;männlich
2010;Zweifel;Fritz;Kaufmann;Scherzingen;Kreuzlingen;FDP;2004;1965;FDP;männlich
2011;Zweifel;Fritz;Kaufmann;Scherzingen;Kreuzlingen;FDP;2004;1965;FDP;männlich
2012;Zweifel;Fritz;Kaufmann;Scherzingen;Kreuzlingen;FDP;2004;1965;FDP;männlich
